postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
18667,https://api.github.com/repos/python/cpython/issues/18667,pr,bpo idna encod domain part email address,b qp use encod non ascii header domain part email address must conform idna rfc rfc thu encod use punycod algorithm rfc rfc,hello thank contribut bot make sure project legal accept contribut verifi everyon involv sign psf contributor cla cla miss record indic follow peopl sign cla legal reason need peopl list sign cla look contribut pleas follow step outlin cpython rectifi issu recent sign cla pleas wait least one busi day record updat check see cla receiv thank contribut look forward review cla sign morn possibl mark one backport duplic,2,8,encode|signing,100,0.08,0.45027661323547363
10587,https://api.github.com/repos/helm/charts/issues/10587,pr,add securitycontext kafka statefulset pod,pr need add securitycontext configur option kafka statefulset checklist place x space applic field pleas remov unrel field x sign x chart version bump x variabl document readm md,approv approvalnotifi pr approv pull request approv faraazkhan isindir fulli approv pull request pleas assign addit approv suggest follow addit approv benjigoldberg alreadi assign assign pr write comment readi full list command accept bot found pull request process describ approv approv file indic approv write comment approv cancel approv write comment assign ok test lgtm issu automat mark stale recent activ close activ occur updat caus issu pull request longer consid stale thank contribut issu automat close due inact,2,7,security|signing,114,0.06140350877192982,0.45002955198287964
5337,https://api.github.com/repos/angular/angular.js/issues/5337,pr,fix select ngrequir invalid modelvalu empti array,attribut model valu empti array invalid form control todo ngmodelwatch probabl bit work see model valu equal see comment selectspec js fix,thank pr contributor sign past sign leav comment real name pr commit messag follow commit messag need make chang pull request updat commit updat pull request thank help sorri abl verifi cla signatur cla signatur requir code contribut angularj pleas sign ensur cla signatur email address email address pr commit match sign cla corpor pleas let know compani name thank bunch ps sign cla past like email address match pleas sign cla updat email address commit pr ps googler pleas sign cla well simplifi cla verif process know autom messag howev sign today case old signatur realli vanish sign email address match look email differ one spreadsheet yes comment autom keep bug sign cla right email chang pull request email former less hassl sorri spam given mani prs deal autom much sometim result spammi behavior tri hard avoid much possibl cla signatur verifi thank someon team triag pr process base determin prioriti doc updat fix test priorit chang yeah said matsko patch understand done cours need apolog realiz email address use rather author name howev anyway sign legaci email address cheer,5,21,validate|signing|signature|spam|authorise,211,0.0995260663507109,0.4498319923877716
11505,https://api.github.com/repos/angular/angular-cli/issues/11505,pr,fix fix strict ssl alway true bug,last releas fix auth token issu howev correct strict ssl option sinc use packag rc boolean option come either boolean undefin,found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang cla look good thank merg need featur project supersed issu automat lock due inact pleas file new issu encount similar relat problem read automat convers lock action perform automat bot,4,10,ssl|authorise|signing|login,118,0.0847457627118644,0.4492574632167816
78876,https://api.github.com/repos/kubernetes/kubernetes/issues/78876,pr,vsphere allow saml token deleg,type pr kind bug pr need vsphere saml token must delegat use tag api zone support issu issu pr fix fix special note review pr introduc user face chang,sig vmware assign approvalnotifi pr approv pull request approv dougm full list command accept bot found pull request process describ approv approv file dougm approv indic approv write comment approv cancel approv write comment lgtm retest yes open cherri pick prs get merg mileston v,3,5,saml|delegation|signing,80,0.0625,0.4488544464111328
4111,https://api.github.com/repos/google/flatbuffers/issues/4111,pr,go add unsaf build tag tweak,base code contribut updat move toplevel flatbuff directori directori compil make run multipl build tag configur current,found contributor licens agreement sender pull request commit author best tell commit author someon els case pleas add pull request confirm okay commit contribut googl mistaken author commit repli confirm prematur pr,2,4,unsafe|authorise,56,0.07142857142857142,0.44817057251930237
10524,https://api.github.com/repos/go-gitea/gitea/issues/10524,pr,show signer commit list add basic trust,backport backport show signer commit list add basic trust show avatar signer commit list page enforc signer author committ make clearer sign commit display commit sign non member differ member particular make clear non member signer differ committ help reduc risk spoof sign andrew thornton fix sign icon view list tmpl page co author silverwind co author guillep k,,4,15,signing|trust|authorise|spoof,67,0.22388059701492538,0.4481297731399536
22296,https://api.github.com/repos/ampproject/amphtml/issues/22296,pr,add separ ifram transport url canari,ad separ json object ifram transport canari ifram transport vendor js repres sourc load ifram use ifram transport canari ad condit logic vendor js ifram transport canari canari ifram transport otherwis help vendor test chang canari without alter sourc live traffic,cc fyi pls test make sure new use ifram transport confirm local test new experiment url pick canari pls fix lint error good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri googler go info googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment googler go info good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri googler go info googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment googler go info good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri googler go info googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment googler go info,3,25,transport|signing|authorise,331,0.0755287009063444,0.44758331775665283
43079,https://api.github.com/repos/kubernetes/kubernetes/issues/43079,pr,fix unprivileg lxd contain,permiss deni error tri modifi file proc sys kubelet chang continu oom score process allow chang unprivileg system contain function modifi move permiss deni error see carlton sempl thank send pull request tip first time read contributor guidelin develop guid want faster pr review read follow instruct write releas note pr need pr intend bypass coupl privileg function prevent kubernet work within unprivileg lxd contain bypass kubernet work intend issu pr fix option format close issu pr get merg fix special note review inform see lxd issu note step write releas note releas note label releas note state access enter extend releas note block leav blank mean use pr titl releas note releas note requir write,hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join org skip step instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list chang sign approvalnotifi pr approv follow peopl approv pr carltonsempl need approv approv owner file suggest follow peopl cc indic approv write comment cancel approv write comment messag creat automat mail deliveri softwar messag sent deliv one recipi temporari error follow address es defer curti l bate domain imwiz com exceed max email per hour allow messag reattempt later copi messag includ header receiv github smtp ext iad github net helo github smtp b ext cp prd iad github net box bluehost com esmtp tlsv ecdh rsa aes gcm sha exim envelop id cnrxi pn go devtu mar date tue mar dkim signatur v rsa sha c relax relax github com pf bh xqldwhzxmapmzloxjnlpswwtsuxzimyuojhrbql c h repli cc repli refer subject list id list archiv list post list unsubscrib b pmyecggfbzr ng ieiphvgtmltw x lzvzhrgv jsytnmjpf doui w v efzynz dchsgcijynbhkyf kttw q fbdhjiirpunnepzpa vkm h hoeemnlaypc eb olud x v smtk uwvd vehznugquywbepiq kubernet submit queue repli kubernet kubernet kubernet kubernet cc subscrib messag id repli refer subject kubernet kubernet fix unprivileg lxd contain mime version content type multipart altern boundari mimepart c de f fcdee c c e charset utf content transfer encod bit preced list x github sender k merg robot x github recipi falenn x github reason subscrib list id kubernet kubernet list archiv list unsubscrib x auto respons suppress x github recipi address devno score x spam score x spam bar x ham report spam detect softwar run system box bluehost com identifi incom email spam origin messag attach view label similar futur email question see root detail content preview approvalnotifi pr approv follow peopl approv pr carltonsempl need approv approv owner file content analysi detail point requir pts rule name descript rcvd mspike h rbl averag reput list wl mailspik net spf pass spf sender match spf record html messag bodi html includ messag html imag bodi html imag byte word dkim valid messag least one valid dkim dk signatur dkim sign messag dkim dk signatur necessarili valid dkim valid au messag valid dkim dk signatur author domain awl awl adjust score awl reput address x spam flag mimepart c de f fcdee c c e content type text plain charset utf content transfer encod bit approvalnotifi pr approv follow peopl approv pr carltonsempl need approv approv owner file suggest follow peopl cc indic approv write comment cancel approv write comment receiv subscrib thread repli email directli view text html charset utf content transfer encod quot printabl approvalnotifi pr approv follow peopl approv pr carltonsempl need approv approv owner file suggest follow peopl cc indic approv write approv comm ent cancel approv write approv cancel comment dash receiv subscrib thre ad repli email directli github thread img alt height width div itemprop action itemscop link itemprop url meta itemprop descript content view pull request githu b api versio n publish api key dde f dd c e bb name github entiti extern key github kubernet kubernet titl kubernet kubernet subtitl github approvalnotifi pr approv follow peopl approv pr carltonsempl need appr oval approv owner file pkg owner ht tps github com kubernet kubernet blob master pkg owner uggest follow peopl cc indic approv al write comment cancel approv w rite comment u c meta approv thockin u e action name view pull pr activ day close pr pleas reopen work toward merg chang pr readi next round review cc add keep open label prevent happen add comment keep open anoth day,15,57,privilege|bypass|availability|signing|username|credential|authorise|rsa|aes|sha|signature|encode|spam|scripting|validate,881,0.06469920544835414,0.44737112522125244
10747,https://api.github.com/repos/angular/angular.js/issues/10747,pr,fix locat strip empti hash segment compar,backport e fe e fb ceee f bec url whether empti marker end prevent unwant call updat browser sinc browser automat appli empti hash necessari prevent page reload close,thank pull request look first contribut googl open sourc project case need sign contributor licens agreement cla alreadi sign cla possibl github usernam use differ email address check inform see help articl set email git done pleas repli let us know sign cla corpor pleas let us know compani name close favour sorri disagr,3,6,hash|signing|username,91,0.06593406593406594,0.44715967774391174
6544,https://api.github.com/repos/facebook/create-react-app/issues/6544,pr,allow custom certif http mode,thank tool easier ever valid http certif local develop pr add new environ variabl allow pass custom certif webpack dev server without introduc break chang path certif file path key file,thank pull request welcom commun requir contributor sign contributor licens agreement seem file order us review merg code pleas sign contribut behalf someon els eg employ individu cla suffici employ need corpor cla sign receiv error question pleas contact us clathank thank sign contributor licens agreement accept code facebook open sourc project thank sit around look readi merg close favor better complet implement thank point,3,9,certificate|validate|signing,102,0.08823529411764706,0.4465366005897522
20498,https://api.github.com/repos/grpc/grpc/issues/20498,pr,updat readm md hacktoberfest,pull request rout follow person default triag know review pull request pleas remov mention,cla committ author sign cla indic pleas click ashish bhardwaj ff f b ed cd b e f pleas note spam pr rule hacktoberfest,4,5,hack|authorise|signing|spam,43,0.11627906976744186,0.4464109241962433
4422,https://api.github.com/repos/helm/charts/issues/4422,pr,stabl prometheu make secur context customiz,per coreo prometheu oper securitycontext seem requir promethu contain specif saw contain log seem peopl thought problem fix ala realli familiar enough understand work seem chang made bca broken thing ad securitycontext seem fix problem figur well provid option set custom secur context deploy,assign ok test oop meant updat readm hit issu well eta get merg excitedli deploy right applic gke k ooop prometheu start error although everyth work minikub right without chang prometheu chart consid broken workaround still use helm thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list know test fail seem contain start reason strang essenti exact chart current product k cluster look let finish help test pull chart e e fix current version custom longer necessari lgtm assign lgtm approvalnotifi pr approv pull request approv eherot timstoop unguiculu full list command accept bot found pull request process describ approv approv file unguiculu approv indic approv write comment approv cancel approv write comment retest retest remov default valu break case inde run default valu present least manual work better previous exactli,7,17,security|signing|signature|username|credential|authorise|availability,256,0.06640625,0.44548532366752625
36655,https://api.github.com/repos/cockroachdb/cockroach/issues/36655,pr,storag add comment replicagcqueu safeti,code look danger one realiz removereplica safeti check seem good enough releas note none,chang friendli ping tftr bor r petermatti wed apr pm peter matti wrote approv pull request receiv author thread repli email directli view github mute thread build succeed github ci,3,4,safe|danger|authorise,50,0.08,0.44444403052330017
58985,https://api.github.com/repos/kubernetes/kubernetes/issues/58985,pr,integr test envelop encrypt decrypt secret,thank send pull request tip first time read contributor guidelin develop guid want faster pr review read follow instruct write releas note pr unfinish see mark pr need provid integr test kubeapi server etcd context encrypt secret rest concret test assert secret store encrypt ectcd secret decrypt read experiment encrypt provid config flag pass kubeapi server issu pr fix option format close issu pr get merg fix pr address specif issu rather provid integr test coverag featur special note review releas note write releas note enter extend releas note block pr requir addit action user switch new releas includ string action requir releas note requir write none,thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list sign cla ptal ok test assign thank test patienc left coupl comment even without lgtm like need squash commit lgtm thank guidanc pr learn lot approv hold pleas squash fixup commit lgtm yes singl commit even better next time pleas specifi someth meaning commit descript lgtm approvalnotifi pr approv pull request approv immutablet mikedanes php coder full list command accept bot found approv approv owner file mikedanes indic approv write comment cancel approv write comment unhold test submit queue verifi pr safe merg automat merg submit queue batch test prs want cherri pick chang anoth branch pleas follow instruct,11,24,integrity|encrypt|crypt|signing|signature|username|credential|authorise|availability|scripting|safe,296,0.08108108108108109,0.4443502724170685
19742,https://api.github.com/repos/helm/charts/issues/19742,pr,stabl postgr gener password postgresqlusernam postgr postgresqlpostgrespassword empti,sign faik uygur new chart pr need postgresusernam overridden user super user order postgr user postgresqlpostgrespassword provid empti auto gener postgresql replic password postgresql password issu pr fix na special note review checklist place x space applic field pleas remov unrel field x sign x chart version bump x variabl document readm md x titl pr start chart name e g,hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori ok test lgtm approvalnotifi pr approv pull request approv faik javsalgar full list command accept bot found pull request process describ approv approv file javsalgar approv indic approv write comment approv cancel approv write comment,4,10,password|username|signing|availability,156,0.0641025641025641,0.44395798444747925
17529,https://api.github.com/repos/dotnet/corefx/issues/17529,pr,address possibl race condit,address possibl race condit system secur princip window test,contribut ensur project team proper right work pleas complet contribut licens agreement cover contribut net foundat manag open sourc project thank net foundat pull request bot thank sign contribut licens agreement valid agreement pull request thank net foundat pull request bot coupl nit otherwis lgtm thank fix,4,5,race condition|security|signing|validate,61,0.08196721311475409,0.4436638653278351
14001,https://api.github.com/repos/angular/angular.js/issues/14001,pr,check request made file protocol avoid read xsrf cooki,check request made file protocol avoid read xsrf cooki caus issu os serv file protocol webo,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign cla cla look good thank cla look good thank need test verifi new behavior guard futur regress btw give detail issu problem tri access cooki webo webo serv file protocol except cookieread function send debug except occur tvs webo guess handl frequenc high identifi line exaclti through insid post complet stack trace along version angular cookieread throw follow except error securityerror dom except follow line var currentcookiestr rawdocu cooki said previous serv done webo file protocol googl search seem except thrown older version browser cooki disabl make sens special case protocol tri detect cooki support initi e g wdyt know old browser support cooki face webo serv file protocol support rawdocu cooki revert previou commit pre check cooki support cookieread left minor comment mostli nitpick need test merg ok wait test side merg regard meant need write test verifi fix prevent futur regress merg pr without accompani test close sinc merg without accompani test feel free open make necessari chang,4,27,cookie|signing|username|security,297,0.09090909090909091,0.4432278573513031
4948,https://api.github.com/repos/grafana/grafana/issues/4948,pr,clarifi admin password,clarifi admin password close,cla assist thank submiss realli appreci mani open sourc project ask sign contributor licens accept contribut,2,3,password|signing,24,0.125,0.4430295526981354
23006,https://api.github.com/repos/helm/charts/issues/23006,pr,stabl grafana creat grafana secret ldap even admin password pass via file,pr need gf secur admin password file pass grafana secret creat howev secret contain ldap toml config otherwis pass via anoth secret pr allow grafana secret still creat ldap config checklist place x space applic field pleas remov unrel field x sign x chart version bump x titl pr start chart name e g,approvalnotifi pr approv pull request approv tiagoposs complet pull request pleas assign zanhsieh assign pr write comment readi full list command accept bot found approv approv file indic approv write comment approv cancel approv write comment hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori assign ok test retest,5,11,ldap|password|security|signing|availability,158,0.06962025316455696,0.4426719844341278
87167,https://api.github.com/repos/kubernetes/kubernetes/issues/87167,pr,alway includ remoteaddr sourc ip list audit,sinc remoteaddr much harder spoof header alway includ list sourc ips use audit log pr updat logic sourc ip list list valid x forward ips x real ip alreadi contain x forward list reqest remoteaddr alreadi last valu list kind bug pr introduc user face chang sig auth prioriti import longterm area audit assign,retest retest ping think still wait respons comment lgtm approv assign approv approvalnotifi pr approv pull request approv dead k mikedanes tallclair full list command accept bot found pull request process describ approv approv file dead k approv indic approv write comment approv cancel approv write comment,4,7,audit|spoof|validate|signing,109,0.06422018348623854,0.4426299035549164
5739,https://api.github.com/repos/kubernetes/minikube/issues/5739,pr,add dm crypt support,add crypt target support kernel devic mapper add xts support aes cipher algorithm user space interfac symmetr key cipher algorithm kernel chang need make possibl encrypt rbd imag ceph csi luk sign vasyl purchel vasyl purchelandrea baglioni andrea baglioni,welcom look first pr kubernet minikub pleas refer pull request process help pr smooth ride approv prompt bot command review process afraid follow prompt okay experi bot command check kubernet minikub contribut want refer test run troubl test pass difficulti get pull request seen pleas follow recommend escal tip trick contribut process want read kubernet contributor cheat want make sure contribut get attent need thank welcom kubernet smiley thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas log ticket linux foundat helpdesk encount issu linux foundat helpdesk send messag backup e mail support address login issuesfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori one admin verifi patch approvalnotifi pr approv pull request approv vasyl purchel complet pull request pleas assign tstromberg assign pr write comment readi full list command accept bot found approv approv file indic approv write comment approv cancel approv write comment report merg chang coverag diff coverag impact file tree thank creat pr mind give exampl pr use exampl current minikub support myab output log chang creat contain insid csi rbdplugin contain creat rbd imag ceph map abl encrypt luk sda g part var lib kubelet plugin root echo hellopassphras cryptsetup luksopen dev rbd luk encr test dev stdin root lsblk name maj min rm size ro type mountpoint rbd g disk sda g part var lib kubelet plugin shell root echo hellopassphras cryptsetup q luksformat hash sha dev rbd dev stdin devic mapper reload ioctl fail invalid argument fail setup dm crypt key map devic dev rbd check kernel support aes xts plain cipher check syslog info shell root modprob dm crypt modprob fatal modul dm crypt found shell root modprob dm crypt root echo check cla issu sign cla check cla check cla ok test diff difficult pars first chang look good thank,14,35,crypt|aes|cipher|encrypt|signing|signature|username|credential|authorise|login|availability|hash|sha|validate,456,0.07675438596491228,0.4419756829738617
70476,https://api.github.com/repos/kubernetes/kubernetes/issues/70476,pr,audit k io v default valu option audit webhook ver,ion audit log version releas audit webhook version audit log versionaudit k io v,ok test guess need includ releas note cc one comment test lgtm otherwis retest assign lgtm approv approvalnotifi pr approv pull request approv charrywanganthoni liggitt full list command accept bot found pull request process describ approv approv file liggitt approv indic approv write comment approv cancel approv write comment kind featur,2,7,audit|signing,76,0.09210526315789473,0.4414518475532532
27107,https://api.github.com/repos/angular/angular/issues/27107,pr,fix ivy compon ref injector support chang detector ref,pr fix injector compon ref reduc testb failur,preview eb e preview ea e preview fix bd good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri preview b googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment preview fe good news bad news thumbsup good news everyon need sign cla pull request submitt commit author done everyth good confus bad news appear one commit author co author someon pull request submitt need confirm author ok commit contribut project pleas confirm pull request note project maintain termin state mean commit statu chang state confirm consent commit author label enabl project merg pull request appropri preview b googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment preview dfa c issu automat lock due inact pleas file new issu encount similar relat problem read automat convers lock action perform automat bot,3,14,inject|signing|authorise,219,0.0639269406392694,0.44141000509262085
54294,https://api.github.com/repos/kubernetes/kubernetes/issues/54294,pr,add ssh agent support e e test,pr need make possibl keep privat ssh key encrypt disk access ssh agent issu pr fix fix special note review meat chang earli preview work ad golang org x crypto ssh agent vendor directori releas note,assign let know whether make sens work vendor part test pull kubernet unit ping ping cc done ptal hold squash lgtm rebas squash rebas hold cancel lgtm rebas lgtm approvalnotifi pr approv pull request approv porridg rmmh suggest follow addit approv smarterclayton assign pr write comment readi associ issu full list command accept bot found approv approv owner file indic approv write comment cancel approv write comment assign ping retest test pull kubernet e e kop aws retest test pull kubernet e e kop aws ping retest xref test pull kubernet e e kop aws test pull kubernet e e kop aws retest retest lgtmed month ago still wait approv someon pleas approv test test hour old run test follow test fail say rerun test name commit detail rerun command pull kubernet e e kop aws ede e adb ebe ba cba b e f aae full pr test pr pleas help us cut flake link open hit one pr instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list issu go stale inact mark issu fresh stale issu rot addit inact eventu close issu safe close pleas send feedback sig test kubernet test infra stale thank pull request look pull request need sign contributor licens agreement cla memo pleas follow instruct sign cla take coupl minut cla signatur fulli regist pleas repli new comment verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git sign cla corpor pleas sign organ credenti author done still issu cla report unsign pleas email cncf helpdesk helpdeskfor interact use pr comment avail question suggest relat behavior pleas file issu repositori understand command list stale issu rot inact mark issu fresh rotten issu close addit inact issu safe close pleas send feedback sig test kubernet test infra rotten remov lifecycl stale rotten issu close inact reopen issu mark issu fresh send feedback sig test kubernet test infra,10,23,ssh|encrypt|crypt|signing|availability|safe|signature|username|credential|authorise,373,0.06166219839142091,0.4410664141178131
17549,https://api.github.com/repos/facebook/react-native/issues/17549,pr,ios fix crash camerarol get asset icloud filenam provid,motiv rctcamerarollmanag crash filenam provid asset usual icloud test plan test real devic icloud librari use librari without fix work chang releas note ios bugfix camerarol chang filenam nil empti asset come icloud,thank pull request welcom commun requir contributor sign contributor licens agreement seem file order us review merg code pleas sign contribut behalf someon els eg employ individu cla suffici employ need corpor cla sign receiv error question pleas contact us clathank thank sign contributor licens agreement accept code facebook open sourc project thank thank updat look good shipit,2,7,asset|signing,101,0.06930693069306931,0.4410478174686432
28372,https://api.github.com/repos/odoo/odoo/issues/28372,pr,make vobject ldap qrcode extra requir,fix confirm sign cla read pr guidelin www odoo com submit pr,done master ff c fcb c ecbcb e fb,2,2,ldap|signing,28,0.07142857142857142,0.4410153925418854
43020,https://api.github.com/repos/odoo/odoo/issues/43020,pr,cla add signatur hoanghavb,confirm sign cla read pr guidelin www odoo com submit pr,hello thank signatur soon integr odoo futur pull request made odoo valid runbot exist prs await cla valid forget rebas code soon merg regard review,5,7,signing|signature|integrity|validate|forge,41,0.17073170731707318,0.4407792389392853
28557,https://api.github.com/repos/odoo/odoo/issues/28557,pr,cla updat cybrosi signatur,sign wrong name descript issu featur pr address current behavior pr desir behavior pr merg confirm sign cla read pr guidelin www odoo com submit pr,hello alreadi modifi cla creat second one want fix,3,4,signing|signature|scripting,40,0.1,0.44036269187927246
88689,https://api.github.com/repos/kubernetes/kubernetes/issues/88689,pr,fix behaviour aws load balanc secur group annot,type pr kind bug pr need intent user util specifi aws load balanc secur group annot typic want assign extern manag secur load balanc want kubernet modifi group see summari fix issu issu pr fix ensur secur group specifi aws load balanc secur group modifi setup load balanc anymor fix kubernet cloud provid aws issu redesign implement pr address special note review backport cherri pick releas releas note,hi thank pr wait member verifi patch reason test repli line done automat test new commit pr usual test command org member still work regular contributor join skip step patch verifi new statu reflect label understand command list interact use pr comment avail question suggest relat behavior pleas file issu repositori assign github allow assign follow user bhagwat note kubernet repo collabor peopl comment issu pr assign addit issu prs assigne time inform pleas see contributor respons instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori github allow request pr review follow user bhagwat note kubernet repo collabor review pr author cannot review prs respons instruct interact use pr comment avail question suggest relat behavior pleas file issu repositori ping ok test assign aws load balanc expertis lgtm approv approvalnotifi pr approv pull request approv elia nf sh full list command accept bot found pull request process describ approv approv file nf sh approv indic approv write comment approv cancel approv write comment,4,16,security|signing|availability|authorise,245,0.0653061224489796,0.4402858316898346
5400,https://api.github.com/repos/material-components/material-components-web/issues/5400,pr,fix checkbox replac uniqu id custom color hash function gener keyfram,project import gener copybara,found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem comment bot comment mean think anyth chang googler go info googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment googler go info report merg increas coverag diff coverag impact file tree impact coverag arrow arrow arrow continu review full report legend click learn power last updat read comment screenshot pass commit b c ad ee eafa vs open new pr sync chang,4,8,hash|authorise|signing|login,131,0.061068702290076333,0.4395844638347626
69109,https://api.github.com/repos/kubernetes/kubernetes/issues/69109,pr,autom cherri pick add privileg test pod secur polici local volum,cherri pick releas add privileg test pod secur polici local volum,kind bug kind test sig storag assign lgtm approvalnotifi pr approv pull request approv davidz msau full list command accept bot found pull request process describ approv approv file msau approv indic approv write comment approv cancel approv write comment assign hold wait v releas hold cancel,3,6,privilege|security|signing,70,0.08571428571428572,0.4394509494304657
6924,https://api.github.com/repos/angular/angular.js/issues/6924,pr,creat histori state ad lead slash hash,request type bug reproduc compon locat impact small complex small issu relat detail descript hash start angular add creat new histori state browser window histori back back button browser work expect comment,thank pr pleas check item help us merg faster see contribut inform use issu templat need make chang pull request updat commit updat pull request thank help sorri abl verifi contributor licens agreement cla signatur cla signatur requir code contribut angularj pleas sign ensur cla signatur email address email address pr commit match sign cla corpor pleas let us know compani name thank bunch ps sign cla past like email address match pleas sign cla updat email address commit pr ps googler pleas sign cla well simplifi cla verif process need test order merg still issu latest angularj cla test close,4,11,hash|scripting|signing|signature,141,0.07801418439716312,0.4390210807323456
68843,https://api.github.com/repos/kubernetes/kubernetes/issues/68843,pr,autom cherri pick add privileg test pod secur polici local volum,cherri pick releas add privileg test pod secur polici local volum,kind bug sig storag kind test assign ptal lgtm approvalnotifi pr approv pull request approv davidz msau full list command accept bot found pull request process describ approv approv file msau approv indic approv write comment approv cancel approv write comment assign ping,3,6,privilege|security|signing,66,0.09090909090909091,0.43895071744918823
3777,https://api.github.com/repos/python/cpython/issues/3777,pr,bpo fix assert failur json case json make encod receiv bad encod argument gh,cherri pick commit,hello thank contribut bot make sure project legal accept contribut verifi sign psf contributor cla unfortun find account correspond github usernam b p verifi sign cla simpli due miss github name entri b p account set necessari legal reason look contribut pleas follow step outlin cpython rectifi issu thank contribut look forward look thank,3,5,encode|signing|username,72,0.06944444444444445,0.4387776851654053
27506,https://api.github.com/repos/odoo/odoo/issues/27506,pr,fix websit email login public user,multiwebsit cannot work saa becau login use constraint check email confirm sign cla read pr guidelin www odoo com submit pr,merg manual,2,3,login|signing,30,0.1,0.43870997428894043
